id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
2003.08222,Kevin Lin,Jing Lei and Kevin Z. Lin,Bias-adjusted spectral clustering in multi-layer stochastic block models,"58 pages, 16 figures",,,,math.ST stat.TH,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We consider the problem of estimating common community structures in
multi-layer stochastic block models, where each single layer may not have
sufficient signal strength to recover the full community structure. In order to
efficiently aggregate signal across different layers, we argue that the
sum-of-squared adjacency matrices contain sufficient signal even when
individual layers are very sparse. Our method uses a bias-removal step that is
necessary when the squared noise matrices may overwhelm the signal in the very
sparse regime. The analysis of our method relies on several novel tail
probability bounds for matrix linear combinations with matrix-valued
coefficients and matrix-valued quadratic forms, which may be of independent
interest. The performance of our method and the necessity of bias removal is
demonstrated in synthetic data and in microarray analysis about gene
co-expression networks.
","[{'version': 'v1', 'created': 'Wed, 18 Mar 2020 13:51:03 GMT'}, {'version': 'v2', 'created': 'Wed, 10 Mar 2021 19:56:37 GMT'}, {'version': 'v3', 'created': 'Fri, 12 Mar 2021 15:37:14 GMT'}, {'version': 'v4', 'created': 'Sat, 5 Mar 2022 18:55:01 GMT'}]",2022-03-08,"[['Lei', 'Jing', ''], ['Lin', 'Kevin Z.', '']]"
2301.09286,Masaaki Tomii,"Thomas Blum, Peter A. Boyle, Mattia Bruno, Daniel Hoying, Taku
  Izubuchi, Luchang Jin, Chulwoo Jung, Christopher Kelly, Christoph Lehner,
  Aaron S. Meyer, Amarjit Soni and Masaaki Tomii","Isospin 0 and 2 two-pion scattering at physical pion mass using
  all-to-all propagators with periodic boundary conditions in lattice QCD",,,10.1103/PhysRevD.107.094512,,hep-lat,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A study of two-pion scattering for the isospin channels, $I=0$ and $I=2$,
using lattice QCD is presented. M\""obius domain wall fermions on top of the
Iwasaki-DSDR gauge action for gluons with periodic boundary conditions are used
for the lattice computations which are carried out on two ensembles of gauge
field configurations generated by the RBC and UKQCD collaborations with
physical masses, inverse lattice spacings of 1.023 and 1.378 GeV, and spatial
extents of $L=4.63$ and 4.58 fm, respectively. The all-to-all propagator method
is employed to compute a matrix of correlation functions of two-pion operators.
The generalized eigenvalue problem (GEVP) is solved for a matrix of correlation
functions to extract phase shifts with multiple states, two pions with a
non-zero relative momentum as well as two pions at rest. Our results for phase
shifts for both $I=0$ and $I=2$ channels are consistent with and the Roy
Equation and chiral perturbation theory, though at this preliminary stage our
errors for $I=0$ are large. An important outcome of this work is that we are
successful in extracting two-pion excited states, which are useful for studying
$K\to\pi\pi$ decay, on physical-mass ensembles using GEVP.
","[{'version': 'v1', 'created': 'Mon, 23 Jan 2023 06:08:18 GMT'}, {'version': 'v2', 'created': 'Thu, 18 May 2023 16:02:38 GMT'}]",2023-06-07,"[['Blum', 'Thomas', ''], ['Boyle', 'Peter A.', ''], ['Bruno', 'Mattia', ''], ['Hoying', 'Daniel', ''], ['Izubuchi', 'Taku', ''], ['Jin', 'Luchang', ''], ['Jung', 'Chulwoo', ''], ['Kelly', 'Christopher', ''], ['Lehner', 'Christoph', ''], ['Meyer', 'Aaron S.', ''], ['Soni', 'Amarjit', ''], ['Tomii', 'Masaaki', '']]"
1511.07183,Christoph Hofer,Christoph Hofer and Ulrich Langer,"Dual-Primal Isogeometric Tearing and Interconnecting Solvers for
  large-scale systems of multipatch continuous Galerkin IgA equations",,,,,math.NA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The dual-primal isogeometric tearing and interconnecting (IETI-DP) method is
the adaption of the dual-primal finite element tearing and interconnecting
(FETI-DP) method to isogeometric analysis of scalar elliptic boundary value
problems like, e.g., diffusion problems with heterogeneous diffusion
coefficients. The purpose of this paper is to extent the already existing
results on condition number estimates to multi-patch domains, which consist of
different geometrical mappings for each patch. Another purpose is to prove a
polylogarithmic condition number bound for the preconditioned system with
stiffness scaling in case of $C^0$ smoothness across patch interfaces.
Numerical experiments validate the presented theory.
","[{'version': 'v1', 'created': 'Mon, 23 Nov 2015 11:39:31 GMT'}]",2015-11-24,"[['Hofer', 'Christoph', ''], ['Langer', 'Ulrich', '']]"
1812.05350,Subhabrata Dhar,"Rajendra K. Saroj, Preetha Sarkar, Swarup Deb and S. Dhar","Demonstration of defect-defect ferromagnetic coupling in Gd doped GaN
  epitaxial films: A polarization selective magneto-photoluminescence study",,,,,cond-mat.mtrl-sci,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Magnetic field dependent polarization selective photoluminescence(PL) study
has been carried out at 1.5~K on Gd-doped GaN epitaxial layers grown on c-SiC
substrates by molecular beam epitaxy technique. It has been found that the
incorporation of Gd in GaN leads to the generation of three types of donor like
defects that result in neutral donor bound excitonic features in low
temperature PL. The study reveals that the rate of spin-flip scattering for all
the three excitonic features becomes almost $B$-independent suggesting that
these signals must be stemming from defects which are ferromagnetically coupled
with each other. This is further confirmed by the study carried out on a GaN
sample co-doped with Si and Gd, where defects are found to be ferromagnetically
coupled, while Si-donors do not show any involvement in coupling.
","[{'version': 'v1', 'created': 'Thu, 13 Dec 2018 10:15:52 GMT'}]",2018-12-14,"[['Saroj', 'Rajendra K.', ''], ['Sarkar', 'Preetha', ''], ['Deb', 'Swarup', ''], ['Dhar', 'S.', '']]"
1711.10736,Vladimir V. Anisovich,"V.V. Anisovich, M.A. Matveev, J. Nyiri, A.V. Sarantsev, A.N. Semenova","Diquark-diquark-antiquark model for pentaquarks with hidden charm:
  current status and problems",,,,,hep-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The $J/\psi p$ signals at 4380 MeV and 4450 MeV which were seen by the LHCb
collaboration in the decay $\Lambda^0_b\to K^-J/\psi p$ are discussed following
the hypothesis of the existence of diquark-diquark-antiquark composite states.
The discussed problems concern: (i) estimation of masses and mass splittings
for low-lying states, (ii) determination of decay modes in the quark
recombination scheme, (iii) unitarity and analyticity constrains for pentaquark
propagators, (iv) hadronic deuteron-like components in the
diquark-diquark-antiquark multiplet.
","[{'version': 'v1', 'created': 'Wed, 29 Nov 2017 09:13:25 GMT'}]",2017-11-30,"[['Anisovich', 'V. V.', ''], ['Matveev', 'M. A.', ''], ['Nyiri', 'J.', ''], ['Sarantsev', 'A. V.', ''], ['Semenova', 'A. N.', '']]"
2110.06781,James Schneeloch,"James Schneeloch, Richard J. Birrittella, Christopher C. Tison,
  Gregory A. Howland, Michael L. Fanto, and Paul M. Alsing","Quantifying Tripartite Spatial and Energy-Time Entanglement in Nonlinear
  Optics","14 pages including appendices, 3 figures","Phys. Rev. Research 4, 023153 (2022)",10.1103/PhysRevResearch.4.023153,,quant-ph physics.optics,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this work, we provide a means to quantify genuine tripartite entanglement
in arbitrary (pure and mixed) continuous-variable states as measured by the
Tripartite Entanglement of formation -- a resource-based measure quantifying
genuine multi-partite entanglement in units of elementary
Greenberger-Horne-Zeilinger (GHZ) states called gebits. Furthermore, we predict
its effectiveness in quantifying the tripartite spatial and energy-time
entanglement in photon triplets generated in cascaded spontaneous parametric
down-conversion (SPDC), and find that ordinary nonlinear optics can be a
substantial resource of tripartite entanglement.
","[{'version': 'v1', 'created': 'Wed, 13 Oct 2021 15:13:23 GMT'}, {'version': 'v2', 'created': 'Mon, 27 Jun 2022 14:20:35 GMT'}]",2022-06-28,"[['Schneeloch', 'James', ''], ['Birrittella', 'Richard J.', ''], ['Tison', 'Christopher C.', ''], ['Howland', 'Gregory A.', ''], ['Fanto', 'Michael L.', ''], ['Alsing', 'Paul M.', '']]"
1402.4767,Cale Gentry,Cale M. Gentry and Milos A. Popovic,Dark state lasers,,,10.1364/OL.39.004136,,physics.optics,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We propose a new type of laser resonator based on imaginary ""energy-level
splitting"" (imaginary coupling, or quality factor Q splitting) in a pair of
coupled microcavities. A particularly advantageous arrangement involves two
microring cavities with different free-spectral ranges (FSRs) in a
configuration wherein they are coupled by ""far-field"" interference in a shared
radiation channel. A novel Vernier-like effect for laser resonators is designed
where only one longitudinal resonant mode has a lower loss than the small
signal gain and can achieve lasing while all other modes are suppressed. This
configuration enables ultra-widely tunable single-frequency lasers based on
either homogeneously or inhomogeneously broadened gain media. The concept is an
alternative to the common external cavity configurations for achieving tunable
single-mode operation in a laser. The proposed laser concept builds on a high-Q
""dark state"" that is established by radiative interference coupling and bears a
direct analogy to parity-time (PT) symmetric Hamiltonians in optical systems.
Variants of this concept should be extendable to parametric-gain based
oscillators, enabling use of ultrabroadband parametric gain for widely tunable
single-frequency light sources.
","[{'version': 'v1', 'created': 'Wed, 19 Feb 2014 18:56:19 GMT'}]",2016-11-25,"[['Gentry', 'Cale M.', ''], ['Popovic', 'Milos A.', '']]"
2311.17447,Ilir Murturi Dr,"Ilir Murturi, Praveen Kumar Donta, Victor Casamayor Pujol, Andrea
  Morichetta, and Schahram Dustdar",Learning-driven Zero Trust in Distributed Computing Continuum Systems,,,10.1109/DASC/PiCom/CBDCom/Cy59711.2023.10361352,,cs.CR cs.AI cs.DC,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Converging Zero Trust (ZT) with learning techniques can solve various
operational and security challenges in Distributed Computing Continuum Systems
(DCCS). Implementing centralized ZT architecture is seen as unsuitable for the
computing continuum (e.g., computing entities with limited connectivity and
visibility, etc.). At the same time, implementing decentralized ZT in the
computing continuum requires understanding infrastructure limitations and novel
approaches to enhance resource access management decisions. To overcome such
challenges, we present a novel learning-driven ZT conceptual architecture
designed for DCCS. We aim to enhance ZT architecture service quality by
incorporating lightweight learning strategies such as Representation Learning
(ReL) and distributing ZT components across the computing continuum. The ReL
helps to improve the decision-making process by predicting threats or untrusted
requests. Through an illustrative example, we show how the learning process
detects and blocks the requests, enhances resource access control, and reduces
network and computation overheads. Lastly, we discuss the conceptual
architecture, processes, and provide a research agenda.
","[{'version': 'v1', 'created': 'Wed, 29 Nov 2023 08:41:06 GMT'}]",2023-12-27,"[['Murturi', 'Ilir', ''], ['Donta', 'Praveen Kumar', ''], ['Pujol', 'Victor Casamayor', ''], ['Morichetta', 'Andrea', ''], ['Dustdar', 'Schahram', '']]"
1811.10407,Zengo Tsuboi,Zengo Tsuboi,On diagonal solutions of the reflection equation,22 pages,J. Phys. A: Math. Theor. 52 (2019) 155201,10.1088/1751-8121/ab0b6d,,math-ph hep-th math.MP math.QA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We study solutions of the reflection equation associated with the quantum
affine algebra $U_{q}(\hat{gl}(N))$ and obtain diagonal K-operators in terms of
the Cartan elements of a quotient of $U_{q}(gl(N))$. We also consider
intertwining relations for these K-operators and find an augmented q-Onsager
algebra like symmetry behind them.
","[{'version': 'v1', 'created': 'Mon, 26 Nov 2018 14:48:02 GMT'}, {'version': 'v2', 'created': 'Fri, 15 Mar 2019 13:19:05 GMT'}]",2019-03-20,"[['Tsuboi', 'Zengo', '']]"
1905.11254,Yaping Mao,"Zhao Wang, Yaping Mao, Sun-Yuan Hsieh, Jichang Wu",On the $g$-good-neighbor connectivity of graphs,"14 pages, 2 figures. arXiv admin note: substantial text overlap with
  arXiv:1904.06527; text overlap with arXiv:1609.08885, arXiv:1612.05381 by
  other authors",,,,math.CO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Connectivity and diagnosability are two important parameters for the fault
tolerant of an interconnection network $G$. In 1996, F\`{a}brega and Fiol
proposed the $g$-good-neighbor connectivity of $G$. In this paper, we show that
$1\leq \kappa^g(G)\leq n-2g-2$ for $0\leq g\leq \left\{\Delta(G),\left\lfloor
\frac{n-3}{2}\right\rfloor\right\}$, and graphs with $\kappa^g(G)=1,2$ and
trees with $\kappa^g(T_n)=n-t$ for $4\leq t\leq \frac{n+2}{2}$ are
characterized, respectively. In the end, we get the three extremal results for
the $g$-good-neighbor connectivity.
","[{'version': 'v1', 'created': 'Fri, 24 May 2019 15:28:45 GMT'}]",2019-05-28,"[['Wang', 'Zhao', ''], ['Mao', 'Yaping', ''], ['Hsieh', 'Sun-Yuan', ''], ['Wu', 'Jichang', '']]"
math-ph/0604026,Vadim Varlamov,V. V. Varlamov,Spherical functions on the de Sitter group,40 pages,J.Phys. A40 (2007) 163,10.1088/1751-8113/40/1/010,,math-ph gr-qc hep-th math.MP,,"  Matrix elements and spherical functions of irreducible representations of the
de Sitter group are studied on the various homogeneous spaces of this group. It
is shown that a universal covering of the de Sitter group gives rise to
quaternion Euler angles. An explicit form of Casimir and Laplace-Beltrami
operators on the homogeneous spaces is given. Different expressions of the
matrix elements and spherical functions are given in terms of multiple
hypergeometric functions both for finite-dimensional and unitary
representations of the principal series of the de Sitter group.
","[{'version': 'v1', 'created': 'Thu, 13 Apr 2006 01:39:59 GMT'}, {'version': 'v2', 'created': 'Tue, 12 Dec 2006 07:03:45 GMT'}]",2007-05-23,"[['Varlamov', 'V. V.', '']]"
